职位,薪资,学历,经验,公司,城市,领域,规模,性质,区域,商圈,纬度,经度,技能列表,福利列表,薪资类型,平均薪资（元）
Hr专员 人事助理,2-3K,大专,1-3年,度小满,龙岩,互联网,1000-9999人,A轮,新罗区,莲东,25.086668,117.021294,招聘与配置 金融 销售 人力资源/管理类专业 销售人事/销售从业经验 不接受居家办公,"['五险一金', '补充医疗保险', '加班补助', '全勤奖', '零食下午茶', '团建聚餐', '带薪年假', '定期体检', '年终奖', '有无线网', '免费班车', '餐补', '绩效奖金', '节日福利', '股票期权']",月薪,2500.0
人事兼职-100/天,2-3K,学历不限,经验不限,丰硕肥业,石家庄,农/林/牧/渔,20-99人,,长安区,谈固,38.048701,114.544835,不接受居家办公,[],月薪,2500.0
HR人事助理,4-5K,大专,1-3年,瀚隆名车,长沙,汽车经销商,20-99人,未融资,雨花区,湘府路,28.110946,113.003968,考勤管理 招聘与配置,"['五险一金', '年终奖', '包吃', '免费工装', '保底工资', '绩效奖金', '意外险', '底薪加提成', '员工旅游', '带薪年假']",月薪,4500.0
人事兼职- 办公室坐岗100/天,2-3K,学历不限,经验不限,顺丰农业科技,石家庄,农/林/牧/渔,20-99人,,长安区,谈固,38.048701,114.544835,招聘与配置,[],月薪,2500.0
人力资源专员/助理人事招聘专员,4-6K,学历不限,1年以内,石家庄汉星互娱文...,石家庄,文化艺术/娱乐,20-99人,未融资,桥西区,维明,37.996711,114.459644,人力资源/管理类专业,"['保底工资', '交通补助', '员工旅游', '高温补贴', '生日福利', '有无线网', '包住', '底薪加提成', '餐补', '住房补贴', '工龄奖', '全勤奖', '夜班补助', '团建聚餐', '绩效奖金', '节日福利', '节假日加班费', '宿舍有空调']",月薪,5000.0
人事岗,3-5K,中专/中技,1-3年,临沂沂河新区家馨...,临沂,智能硬件/消费电子,20-99人,,河东区,东方城,35.02149,118.40767,无,"['底薪加提成', '有无线网', '五险', '节日福利', '全勤奖']",月薪,4000.0
人事专员工作轻松,3-6K,学历不限,1-3年,亿点澜文化传媒,石家庄,广播/影视,20-99人,不需要融资,桥西区,万象天成,38.037625,114.484109,招聘与配置 考勤管理,"['零食下午茶', '团建聚餐', '通讯补贴', '定期体检', '底薪加提成', '年终奖', '保底工资', '绩效奖金', '有无线网', '五险一金', '包住', '宿舍有空调', '住房补贴', '法定节假日三薪', '员工旅游', '节假日加班费', '全勤奖', '工龄奖']",月薪,4500.0
人事专员,4-5K,大专,1-3年,国冀文化,石家庄,其他消费品,20-99人,不需要融资,裕华区,万达广场,38.024871,114.547283,无,"['零食下午茶', '节假日加班费', '年终奖', '全勤奖', '保底工资', '底薪加提成', '生日福利', '团建聚餐', '有无线网', '五险一金', '节日福利', '员工旅游', '加班补助', '定期体检', '绩效奖金', '带薪年假', '工龄奖']",月薪,4500.0
人事（HR）,5-8K,本科,1-3年,河南龙瀚科技有限公司,洛阳,人工智能,20-99人,,洛龙区,李村镇,34.599243,112.548309,无,[],月薪,6500.0
人事,5-6K,学历不限,经验不限,河北全城逸居,石家庄,房地产中介/租赁,100-499人,,桥西区,红旗,38.024109,114.458661,人力/财务/行政/法务 人事档案管理,"['有无线网', '员工旅游', '年终奖', '底薪加提成', '绩效奖金', '保底工资']",月薪,5500.0
人事,4-6K,学历不限,经验不限,洲诚传媒,石家庄,文化艺术/娱乐,20-99人,不需要融资,长安区,西兆通,38.062448,114.611433,无,"['保底工资', '绩效奖金', '年终奖']",月薪,5000.0
轻松不加班人事岗位,4-9K,学历不限,1-3年,河北灿阳文化传媒,石家庄,互联网,20-99人,未融资,,,38.047229,114.501822,无,"['底薪加提成', '节日福利', '全勤奖', '五险', '工龄奖', '年终奖', '带薪年假']",月薪,6500.0
人事专员+高提成+长期+晋升+住宿00后团队,3-6K,学历不限,经验不限,石家庄贤合企业,石家庄,批发/零售,500-999人,不需要融资,长安区,谈固,38.04294,114.555962,人事档案管理 招聘与配置,"['节日福利', '团建聚餐', '年终奖', '生日福利', '有无线网', '员工旅游', '包住', '宿舍有空调', '餐补', '保底工资', '烧烤节', '底薪加提成', '五险一金', '全勤奖', '绩效奖金', '公费旅游']",月薪,4500.0
人事专员hr,5-8K,大专,1-3年,铭都教育,武汉,培训/辅导机构,100-499人,未融资,,,30.698902093634253,114.24496008217784,综合人力部门 教育 公司人力资源部门,"['五险一金', '带薪年假', '培训学习', '节日福利', '员工旅游', '完善晋升机制']",月薪,6500.0
人事专员/不加班/不内卷,4-5K,大专,1年以内,河北银景大数据服务,石家庄,广告营销,100-499人,,裕华区,谈固,38.034706,114.562662,不内卷 不接受居家办公 不加班 五险,[],月薪,4500.0
人事专员,4-6K,大专,1-3年,牧草集,石家庄,批发/零售,100-499人,不需要融资,长安区,青园,38.037055,114.523658,无,"['员工旅游', '节日福利', '团建聚餐', '生日福利', '全勤奖', '工龄奖', '带薪年假', '零食下午茶', '底薪加提成', '年终奖', '生日福利', '绩效奖金', '带薪年假', '意外险', '五险一金']",月薪,5000.0
人事招聘专员,3-4K,中专/中技,1-3年,石家庄喆宇企业管...,石家庄,保健/养生,20-99人,未融资,桥西区,振头,38.026028,114.443306,无,"['全勤奖', '团建聚餐', '零食下午茶', '生日福利', '绩效奖金', '底薪加提成']",月薪,3500.0
hr人事专员,4-5K,大专,1-3年,维达轻工,莆田,日化,100-499人,天使轮,仙游县,鲤南汽车站,25.351355,118.710593,考勤管理 绩效考核管理 培训实施 劳动关系办理 企业文化建设,[],月薪,4500.0
人事专员,3-6K,本科,1年以内,武汉市航舟权商贸,石家庄,互联网,0-20人,,桥西区,西美花街,37.994061,114.459253,人力/财务/行政/法务,[],月薪,4500.0
人事/招聘专员,4-8K,大专,1-3年,河北国乾,石家庄,咨询,0-20人,,长安区,广安,38.061645,114.512212,无,"['零食下午茶', '夜班补助', '保底工资']",月薪,6000.0
hr人事专员,4-6K,本科,1-3年,乾成文化,保定,电子商务,0-20人,未融资,,,38.873059,115.550232,培训实施 招聘与配置 薪资核算 制度制定及落地优化 绩效考核管理 人力/财务/行政/法务 互联网从业经验 不接受居家办公,"['有无线网', '团建聚餐', '底薪加提成', '保底工资', '绩效奖金']",月薪,5000.0
人事内勤,4-7K,高中,经验不限,辛瑞信息服务公司,石家庄,咨询,0-20人,,长安区,长丰,38.074498,114.533627,客服 文员 内勤,[],月薪,5500.0
人事岗（HRBP）,6-10K,本科,3-5年,同普医疗科技,嘉兴,医疗器械,100-499人,不需要融资,桐乡市,崇福,30.545932,120.437679,招聘 组织发展,"['餐补', '年终奖', '全勤奖', '带薪年假', '定期体检', '节日福利']",月薪,8000.0
hr人事,6-8K,本科,1-3年,上海久壬信息,合肥,电力/热力/燃气/水利,20-99人,未融资,蜀山区,高新区,31.836087,117.140077,无,['五险一金'],月薪,7000.0
招聘长白班人事专员,5-6K,中专/中技,1-3年,石家庄瑞仕源,石家庄,咨询,20-99人,,长安区,广安,38.043584,114.51869,不接受居家办公 互联网产品 招聘与配置 人力资源/管理类专业,"['底薪加提成', '保底工资']",月薪,5500.0
人事专员hr,5-6K,大专,1-3年,西安圣堡利,西安,汽车经销商,20-99人,,,,34.25285,108.844659,考勤管理 不接受居家办公 人力/财务/行政/法务 人力资源管理师持证 人事档案管理 制度制定及落地优化 企业文化建设 精通人力相关法规政策 教育培训 招聘与配置 人力资源/管理类专业,"['团建聚餐', '带薪年假', '生日福利', '有无线网', '工龄奖', '节日福利']",月薪,5500.0
招聘/人事专员,4-7K,大专,经验不限,鑫傲,石家庄,咨询,100-499人,,长安区,谈固,38.04845,114.5529,无,"['底薪加提成', '保底工资', '五险一金', '绩效奖金', '年终奖']",月薪,5500.0
HR人事专员,5-8K,大专,3-5年,济南麦丘医疗管理,济南,医疗服务,20-99人,,,,37.261085,117.145539,企业文化建设 招聘与配置 薪资核算 制度制定及落地优化 绩效考核管理,"['保底工资', '绩效奖金', '底薪加提成', '五险一金']",月薪,6500.0
人事（专业HR）女装公司,6-7K,大专,1-3年,宇雯星辰,广州,服装/纺织,20-99人,未融资,海珠区,江南大道,23.089773,113.290251,招聘与配置 薪资核算 人事档案管理 劳动关系办理 考勤管理 教育培训 设计 销售 互联网从业经验 人力资源/管理类专业 精通人力相关法规政策 不接受居家办公,"['年终奖', '零食下午茶', '购买社保', '保底工资', '团建聚餐', '底薪加提成', '员工旅游', '免费工装', '全勤奖', '绩效奖金', '工龄奖']",月薪,6500.0
综合人事岗——需驻点三山区,6-7K,大专,1-3年,维客莱,芜湖,电气机械/器材,100-499人,不需要融资,,,31.226443,118.166647,重工/纺织/食品等制造业 销售人事/销售从业经验 不接受居家办公 积极主动 业务逻辑 认真负责 有效沟通,"['绩效奖金', '工龄奖', '带薪年假', '高温补贴', '五险一金', '员工旅游', '生日福利', '交通补助', '节日福利', '年终奖', '全勤奖', '餐补', '定期体检']",月薪,6500.0
招聘人事主管,4-8K,学历不限,经验不限,新华区霍候电子产...,石家庄,批发/零售,0-20人,,新华区,新华路,38.048665,114.478098,综合人力部门 上班清闲，做好应聘者的管理和筛查工作 团队搭建经验 不接受居家办公 管理经验 教育 企业服务 公司人力资源部门 猎头经验 金融 电商,"['免费工装', '年终奖', '底薪加提成', '全勤奖', '团建聚餐', '绩效奖金', '企业年金', '有无线网', '保底工资']",月薪,6000.0
北宋+招一个快乐的人事搭子~,4-6K,大专,1-3年,石家庄企源企业管...,石家庄,培训/辅导机构,100-499人,,长安区,谈固,38.043913,114.548895,公司人力资源部门,"['有无线网', '团建聚餐', '带薪年假', '全勤奖', '底薪加提成', '保底工资', '绩效奖金']",月薪,5000.0
人事专员hr,6-8K,本科,5-10年,深水信息,合肥,通信/网络设备,0-20人,,蜀山区,高新区,31.819035,117.122956,绩效考核管理 大中型企业从业 从0到1团队搭建经验 精通人力相关法规政策 企业文化建设 人力资源/管理类专业 招聘与配置,"['员工旅游', '有无线网', '年终奖', '五险一金', '节日福利', '团建聚餐', '零食下午茶', '生日福利']",月薪,7000.0
人事专员hr,3-6K,本科,1年以内,金超五金,合肥,电子商务,100-499人,不需要融资,包河区,滨湖世纪,31.751644,117.289107,不接受居家办公 培训实施 薪资核算 人事档案管理 企业文化建设 招聘与配置,"['保底工资', '团建聚餐', '绩效奖金', '加班补助', '五险一金', '底薪加提成']",月薪,4500.0
入职即缴纳五险人事岗,4-8K,大专,1-3年,华道数据,濮阳,大数据,100-499人,未融资,华龙区,联华,35.771628,115.065519,薪资核算 企业文化建设 招聘与配置,"['零食下午茶', '全勤奖', '有无线网', '五险']",月薪,6000.0
早九晚六 人事专员 双休,4-6K,学历不限,1-3年,伽荣信息咨询有限公司,石家庄,互联网金融,100-499人,,长安区,乐汇城,38.044129,114.498694,无,"['全勤奖', '保底工资', '底薪加提成', '通讯补贴', '绩效奖金', '节假日加班费', '团建聚餐', '有无线网', '员工旅游', '节日福利', '工龄奖', '带薪年假', '生日福利', '年终奖', '五险一金']",月薪,5000.0
人事专员HR,4-6K,大专,1年以内,铭一知识产权有限公司,郑州,专利/商标/知识产权,100-499人,未融资,,,34.745493,113.776923,无,"['五险一金', '员工旅游', '定期体检', '带薪年假', '全勤奖']",月薪,5000.0
行政前台人事,3-6K,学历不限,经验不限,河北佰嘉互联网络科技,石家庄,互联网,100-499人,,裕华区,谈固,38.022152,114.560106,无,[],月薪,4500.0
人事专员,3-8K,学历不限,经验不限,河北速捷通汽车服务,石家庄,新能源汽车,0-20人,未融资,长安区,跃进,38.048325,114.532007,招聘与配置 人事档案管理 客服 销售 不接受居家办公,['底薪加提成'],月薪,5500.0
人事专员,4-9K,大专,1年以内,灵寿特美特体育发展,石家庄,文化艺术/娱乐,20-99人,未融资,灵寿县,北环,38.31549,114.377405,从0到1团队搭建经验 人力/财务/行政/法务 销售人事/销售从业经验 薪资核算 人事档案管理 制度制定及落地优化 企业文化建设 销售 精通人力相关法规政策 招聘与配置,"['免费工装', '夜班补助', '全勤奖', '住房补贴', '底薪加提成', '加班补助', '保底工资', '绩效奖金']",月薪,6500.0
人事专员,3-4K,学历不限,经验不限,石家庄探寓房地产经纪,石家庄,房地产中介/租赁,0-20人,,桥西区,维明,38.017674,114.478566,招聘与配置,[],月薪,3500.0
双休人事岗,4-8K,大专,3-5年,瀛楚京佑,武汉,企业服务,100-499人,不需要融资,,,30.516064,114.316144,不接受居家办公 精通人力相关法规政策 招聘与配置 双休 考勤管理 不加班 从0到1团队搭建经验 人力资源管理师持证 销售人事/销售从业经验 薪资核算 人事档案管理 销售 人力资源/管理类专业 五险,"['带薪年假', '员工旅游', '零食下午茶', '底薪加提成', '团建聚餐', '绩效奖金', '母婴室', '五险一金', '健身房台球厅', '年终奖', '保底工资', '工龄奖', '通讯补贴', '意外险', '交通补助', '节日福利', '生日福利', '书屋']",月薪,6000.0
人事经理,5-6K,学历不限,3-5年,博涣法律咨询,石家庄,法律,20-99人,未融资,裕华区,谈固,38.023194,114.547377,无,"['有无线网', '年终奖', '全勤奖', '团建聚餐', '保底工资', '绩效奖金', '底薪加提成']",月薪,5500.0
3000+提成招聘人事专员,3-5K,高中,1年以内,湖北千帆铁路有限公司,石家庄,港口/铁路/公路/机场,0-20人,,长安区,广安,38.054689,114.529463,人力外包公司 团队搭建经验,[],月薪,4000.0
人事岗/包吃/五险一金,5-8K,大专,经验不限,武汉馨选优品科技,武汉,电子商务,1000-9999人,不需要融资,武昌区,武泰闸,30.530896,114.315337,人力资源/管理类专业,"['交通补助', '绩效奖金', '五险一金', '高温补贴', '底薪加提成', '保底工资', '员工旅游', '补充医疗保险', '零食下午茶', '团建聚餐', '带薪年假', '年终奖', '生日福利', '全勤奖', '住房补贴', '工龄奖', '节日福利', '意外险', '有无线网', '包吃']",月薪,6500.0
人事行政专员hr,4-7K,中专/中技,1-3年,重庆好聊汽车科技,重庆,客运服务,20-99人,未融资,南岸区,南坪,29.503604,106.560042,绩效考核管理 不接受居家办公 劳动关系办理 人事档案管理 运输/物流/配送 招聘与配置 人力资源/管理类专业,"['全勤奖', '餐补', '生日福利', '绩效奖金', '节日福利', '底薪加提成', '零食下午茶', '包吃', '年终奖']",月薪,5500.0
周末双休 人事岗,4-5K,大专,1-3年,四川鼎弘胜商务信...,成都,汽车后市场,20-99人,未融资,新都区,三河,30.80365,104.159595,考勤管理 绩效考核管理 劳动关系办理 薪资核算 销售 招聘与配置,"['年终奖', '带薪年假', '保底工资', '全勤奖', '底薪加提成', '零食下午茶', '团建聚餐', '绩效奖金', '五险一金']",月薪,4500.0
人事/HR,4-6K,大专,经验不限,易好办,昆明,建筑工程咨询服务,100-499人,不需要融资,,,25.038589,102.722115,考勤管理 劳动关系办理 人事档案管理 招聘与配置,"['全勤奖', '年终奖', '带薪年假', '通讯补贴', '节日福利']",月薪,5000.0
人事专员,3-4K,本科,经验不限,河北齐火,石家庄,大数据,20-99人,,,,38.060857,114.349398,无,[],月薪,3500.0
人事专员,3-5K,学历不限,经验不限,深圳九天锐灵文化传播,石家庄,社交网络与媒体,20-99人,不需要融资,桥西区,维明,38.029159,114.480331,无,"['年终奖', '团建聚餐', '员工旅游', '底薪加提成', '保底工资', '绩效奖金', '五险一金', '有无线网']",月薪,4000.0
人事专员hr,4-7K,大专,1年以内,莆田市荔城区镇海...,莆田,批发/零售,0-20人,,涵江区,梧塘镇,25.483527,119.086104,薪资核算 招聘与配置,[],月薪,5500.0
电商人事专员hr,5-7K,本科,1-3年,南京颂余,南京,电子商务,20-99人,,浦口区,江浦,32.067512,118.644052,考勤管理 培训实施 五险一金及其他福利管理 制度制定及落地优化 招聘与配置,[],月薪,6000.0
人事招聘专员不加班,3-5K,中专/中技,1-3年,河北朗溪票务有限公司,石家庄,电子商务,0-20人,,灵寿县,北环,38.31549,114.377405,不接受居家办公 企业服务,[],月薪,4000.0
招人事专员,7-12K,高中,经验不限,重庆中汇聚优科技,重庆,客运服务,20-99人,不需要融资,,,29.643562,106.571598,无,"['有无线网', '节日福利', '通讯补贴', '全勤奖', '生日福利', '五险一金', '工龄奖', '保底工资', '零食下午茶']",月薪,9500.0
